utterance,category,intent
where do I check mydelivery?,ORDER,track_order
can u ask an agent where to check my shipments?,ORDER,track_order
tell me how to know where my shipments are,ORDER,track_order
I want to see the status of my purchase,ORDER,track_order
"I wanna track my order, can you tell me where I can do it?",ORDER,track_order
i need information about the status of my order,ORDER,track_order
"I want to track my shipments, tell me where to do it",ORDER,track_order
I want to know where I can check my deliveries,ORDER,track_order
"i wanna check my fucking shipment, can you tell me how to do it?",ORDER,track_order
help me see the status of my order,ORDER,track_order
"I want to check my packages, can you tell me how I can do it?",ORDER,track_order
"I want to track my orders, can you tell me how I can do it?",ORDER,track_order
i wanna know how go know where my package is,ORDER,track_order
tell me where to check my delivery,ORDER,track_order
"I want to view the status of my purchase, what do I have to do?",ORDER,track_order
I want to know how to track my package,ORDER,track_order
I want to know where to track my package,ORDER,track_order
I want to know how to know where my shipments are,ORDER,track_order
"I want to track my purchase, what should I do?",ORDER,track_order
could you ask an agent if i can track my fucking order?,ORDER,track_order
can u ask an agent if my shipments are on their way?,ORDER,track_order
ask an agent to track my shipments,ORDER,track_order
tell me how to check my delivery,ORDER,track_order
"I want to track my delivery, tell me how I can do it",ORDER,track_order
help me check my deliveties,ORDER,track_order
can u ask an agnet if my fucking orders are on their way?,ORDER,track_order
i need help checking the status of my purchase,ORDER,track_order
I need help tracking my delivery,ORDER,track_order
"I want to view the status of my order, what should I do?",ORDER,track_order
"I want to check my order, can you tell me how to do it?",ORDER,track_order
"I'd like to see the status of my order, can you help me?",ORDER,track_order
can you ask an agent where I can check my  delivery?,ORDER,track_order
"do you mind asking an agent how I could check my fucking shipments, please?",ORDER,track_order
tell me how to know where my order is,ORDER,track_order
can you ask an agent to track my packages?,ORDER,track_order
can you ask an agent where I can track my packages?,ORDER,track_order
check my package,ORDER,track_order
can u ask an agent how to track my package?,ORDER,track_order
tell me how to check my deliveries,ORDER,track_order
are my orders on their way?,ORDER,track_order
tell me where to track my package,ORDER,track_order
how to check my delivery,ORDER,track_order
how to track my order,ORDER,track_order
ask an agent how I can know where my delivery is,ORDER,track_order
I need help seeing the status of my order,ORDER,track_order
how to view the status of my order,ORDER,track_order
"please, ask an agent if i could check my shipments",ORDER,track_order
"id like to track my shipment, could you tell me how I can do it?",ORDER,track_order
ask an agent how I can track my package,ORDER,track_order
can u ask an agent if I can check my orders?,ORDER,track_order
I want to know where to track my order,ORDER,track_order
I wasn to know how I can know where my packages are,ORDER,track_order
I want to know how to track  my order,ORDER,track_order
can you check my packages?,ORDER,track_order
"I want to track my shipment, tell me where to do it",ORDER,track_order
"please, i want to know how to know where my fucking packages are",ORDER,track_order
I wanna know where I can check my shipment,ORDER,track_order
ask an agent if i can chexk my shipments,ORDER,track_order
tell me where I can track my packages,ORDER,track_order
"I wanna check my package, can you tell me hwere I can do i?",ORDER,track_order
"i want to see the status of my fucking purchase, what can i do?",ORDER,track_order
tell me how to track my package,ORDER,track_order
can you tell me how to know where my package is?,ORDER,track_order
"I want to track my packages, tell me where to do it",ORDER,track_order
help me check my package,ORDER,track_order
tell me how I can know where my deliveries are,ORDER,track_order
"please, I want to know how I can check my delivery",ORDER,track_order
"please, could you ask an agent to provide niformation about the status of my purchase?",ORDER,track_order
can you ask an agent if I could check my delivery?,ORDER,track_order
track my order,ORDER,track_order
can you tell me where to check my shipment?,ORDER,track_order
check my delivery,ORDER,track_order
"i wanna track my fucking order, could oyu tell me how yo do it, please?",ORDER,track_order
"I wanna track my orders, can you tell me how I can do it?",ORDER,track_order
"I wanna track my order, tell me where to do it, please",ORDER,track_order
can yyou check my shipment ?,ORDER,track_order
I need help checking my order,ORDER,track_order
how can I see the status of my order?,ORDER,track_order
I want to know where to track my shipment,ORDER,track_order
I want to know how I can check my delivery,ORDER,track_order
can u ask an agent if my order is out for delivery?,ORDER,track_order
tell me how to know where m deliveries are,ORDER,track_order
tell me how I can check my package,ORDER,track_order
"could you ask an agent how I could know where my fucking packages are, please?",ORDER,track_order
can u ask an agent how I can know where my orders are?,ORDER,track_order
"i wanna check my order, can you tell me where I cn do it?",ORDER,track_order
tell me if I can check my packages,ORDER,track_order
help me track my shipment,ORDER,track_order
can I track my package?,ORDER,track_order
"I want to track my rder, canyou tell me how I can do it?",ORDER,track_order
"I want to check my package, tell me where to do it",ORDER,track_order
where to check my delivery,ORDER,track_order
where to track my deliveries,ORDER,track_order
where can I check my shipments?,ORDER,track_order
I want to know if my order is on its way,ORDER,track_order
how do i know where my package is?,ORDER,track_order
can you check my delivery?,ORDER,track_order
"I want to check my deliveries, tell me where I can do it",ORDER,track_order
I want to know where I can check my package,ORDER,track_order
I want to know if I can track my delivery,ORDER,track_order
can you tell me how to check my package ?,ORDER,track_order
can you tell me where I can check my shipments?,ORDER,track_order
how can I know where my package is?,ORDER,track_order
I want to know if I can check my deliveries,ORDER,track_order
can I check my packages?,ORDER,track_order
"i wanna track my delivery, can you tell me where I can do it?",ORDER,track_order
I want to know where I can track my deliveries,ORDER,track_order
i wanna know how I can track my order,ORDER,track_order
can u ask an agent how I could know where my packages are?,ORDER,track_order
were do I view the status of my order?,ORDER,track_order
"I want to see the status of my purchase, what should I do?",ORDER,track_order
can u ask an agent how t track my packages?,ORDER,track_order
can you tell me where I can check my orders?,ORDER,track_order
"please, ask an agent how I could know where my order is",ORDER,track_order
how to track my deliveries,ORDER,track_order
tell me where to track my shipments,ORDER,track_order
I want to know how  to track my orders,ORDER,track_order
can you tell me if my package is out for delivery?,ORDER,track_order
do you mind asking an agent how I can know where my package is?,ORDER,track_order
"I want to check my  delivery, can you tell me where to do it?",ORDER,track_order
"please, can you ask an agent where I could track my packages?",ORDER,track_order
ask an agent where to track my package,ORDER,track_order
I want to know how I can track my packages,ORDER,track_order
can you tell me if i can track my order?,ORDER,track_order
"could u ask an agent how to know where my shipments are, please?",ORDER,track_order
"I want to trfack my order, can you tell me how to do it?",ORDER,track_order
I want to know how to track my shipment,ORDER,track_order
tell me if my packages are on their way,ORDER,track_order
I want to know how I can track my shipment,ORDER,track_order
how do I view the status of my purchase?,ORDER,track_order
"I want to check my shipment, tell me how to do it",ORDER,track_order
can you tell me where to track my shipments?,ORDER,track_order
can u ask  an agent if i can track my order?,ORDER,track_order
"I want to check my shipment, can you tell me where I can do it?",ORDER,track_order
"please, ask an agent about the status of my purchase",ORDER,track_order
I want to know where to check my deliveries,ORDER,track_order
"i want to track my orders, tell me  where to do it",ORDER,track_order
can you tell me if I can check my order?,ORDER,track_order
can I check my orders?,ORDER,track_order
I want to know where to check my packages,ORDER,track_order
i wanna know if I can track my shipment,ORDER,track_order
"I want to track my purchase, can you help me?",ORDER,track_order
I want to know how to check my delivery,ORDER,track_order
help me see the status of my purchase,ORDER,track_order
can I get the tracking number for my order?,ORDER,track_order
can you tell me if I can track my shipments?,ORDER,track_order
can you tell me how I can track my order?,ORDER,track_order
how to track my delivery,ORDER,track_order
ask an agent if i can check my packages,ORDER,track_order
I want to know if I can track my deliveries,ORDER,track_order
I want to track my order,ORDER,track_order
where can I see the status of my order?,ORDER,track_order
can you ask an agent where to check my delivery?,ORDER,track_order
I wanna know how I can know where my shipments are,ORDER,track_order
can u ask an agent if my shipment is out for delivery?,ORDER,track_order
"I want to  check my order , tell me where to do it",ORDER,track_order
can you tell me how to know where my orders are?,ORDER,track_order
can you check my shipments?,ORDER,track_order
i wanna know how to check my shipment,ORDER,track_order
i need help tracking my packages,ORDER,track_order
"I wanna track my delivery, tell me where to do it",ORDER,track_order
is it possible to track my shipment ?,ORDER,track_order
"I want to cherck my order, can you tell me where to do it?",ORDER,track_order
"I want to track my order, what do I have to do?",ORDER,track_order
"I want to check my deliveries, tell me where to do it",ORDER,track_order
can u check my orders?,ORDER,track_order
i wanna know how I can know where my shipment is,ORDER,track_order
can u ask an agent where I can track my order?,ORDER,track_order
ask an agent if i can check my package,ORDER,track_order
"id like to track my deliveries, tell me how I can do it",ORDER,track_order
can you tell me how I can know where my delivery is?,ORDER,track_order
tell me if my packages are out for delivery,ORDER,track_order
"please, do you mind asking an agent if my fucking shipment is out for delivery?",ORDER,track_order
"can you ask an agent where I could track my package, please?",ORDER,track_order
i wanna know where I can check my packages,ORDER,track_order
can u ask an agent how o track my order?,ORDER,track_order
"please, could you ask an agent where I could view the status of my fucking purchase?",ORDER,track_order
can you track my delivery?,ORDER,track_order
"could you tell me where I could track my delivery, please?",ORDER,track_order
I wanna know whewre I can track my shipment,ORDER,track_order
were to see the status of my purchase,ORDER,track_order
is it possible to track my package?,ORDER,track_order
"please, ask an agent where I could view the status of my purchase",ORDER,track_order
"do you mind asking an agent howw to track my delivery, please?",ORDER,track_order
"please, can you ask an agent if I could track my fucking order?",ORDER,track_order
"id like to track my orders, can you tell me how to do it?",ORDER,track_order
can u ask an agent where I can track my shipments?,ORDER,track_order
I want to know how to know where my packages are,ORDER,track_order
tell me if my package is on its way,ORDER,track_order
I want to know if my order is out for delivery,ORDER,track_order
"i wanna check the status of my order, what should i do?",ORDER,track_order
tell me  were to track my order,ORDER,track_order
can you tell me if I can check my package?,ORDER,track_order
tell me how to know where my package is,ORDER,track_order
can you tell me if I can check my packages?,ORDER,track_order
I need help checking the status of my order,ORDER,track_order
could u ask an agent where i can check the status of my order?,ORDER,track_order
"I want to track my deliveries, tell me how to do it",ORDER,track_order
"i wanna check my delivery, tell me where to do it",ORDER,track_order
is it possible to track my shipments?,ORDER,track_order
i wanna know if i can check my shipments,ORDER,track_order
tell me if my orders are on their way,ORDER,track_order
i wanna know if my package is on its way,ORDER,track_order
tack my deliveries,ORDER,track_order
can u ask an agent if i can check my shipments?,ORDER,track_order
can u ask an agent to track my order?,ORDER,track_order
can I view the status of my order?,ORDER,track_order
tell me if I can track my order,ORDER,track_order
can youtell me if I can track my packages?,ORDER,track_order
"id like to check my fucking package, could you tell me  how t do it?",ORDER,track_order
I want to know where I can check my hsipment,ORDER,track_order
I want to know where to check my delivery,ORDER,track_order
tell me how I can know where my order is,ORDER,track_order
can u ask an agent how i could view the status of my fucking purchase?,ORDER,track_order
how can I view the status of my purchase ?,ORDER,track_order
"I'd like to check my fucking shipments, could you tell me how to do it?",ORDER,track_order
can you tell me how I can track my shipments?,ORDER,track_order
"I'd like to see the status of my fucking purchase, could you help me?",ORDER,track_order
can i view the status of my order?,ORDER,track_order
"I want to check the status of my purchase, what do I have to do?",ORDER,track_order
"i would like to check my order, could you tell me where I can do it, please?",ORDER,track_order
how to check my deliveries,ORDER,track_order
ccan you check the status of my purchase?,ORDER,track_order
can you tell me if my package is on its way?,ORDER,track_order
can you ask an agent how to know where my fucking shipment is?,ORDER,track_order
"I want to track my order, tell me where to do it",ORDER,track_order
"I wanna check my shipments, tell me where I can do it",ORDER,track_order
I want to know ho to track  my deliveries,ORDER,track_order
tell me how I can know where my shipments are,ORDER,track_order
"Id like to track my order, tell me where I can od it, please",ORDER,track_order
can you ask an agent if i can track my orders?,ORDER,track_order
ask an agent if I can track my delivery,ORDER,track_order
I wanna know if my packages are out for delivery,ORDER,track_order
can u ask an agent if my delivery is on its way?,ORDER,track_order
"could u ask an agent how i could see the status of my purchase, please?",ORDER,track_order
"I want to track my apckage , can you tell me how I can do it?",ORDER,track_order
where do I see the status of my order?,ORDER,track_order
can I get the tracking number for my shipment?,ORDER,track_order
I want to know how to check my shipments,ORDER,track_order
tell me where I can track my shipments,ORDER,track_order
"please, can u ask an agent what the status of my fucking order is ?",ORDER,track_order
I want to know how to check my package,ORDER,track_order
tell me if I can rtack my shipment,ORDER,track_order
I want to know how to know where my deliveries are,ORDER,track_order
ask an agent if my orders are out for delivery,ORDER,track_order
"i wanna see the status of my purchase, can u help me?",ORDER,track_order
"ask an agent to track my purchase, please",ORDER,track_order
"i wanna check my shipments, can you tell me where to do it?",ORDER,track_order
i want to check m order,ORDER,track_order
ask an agent how i could check the status of my purchase,ORDER,track_order
how can I track my package?,ORDER,track_order
tell me how I can check my orders,ORDER,track_order
can I check my shipment?,ORDER,track_order
"I want to check my package, can you tell me where to do it, please?",ORDER,track_order
i wanna know where I could track my packages,ORDER,track_order
could you tell me if i could track my shipment?,ORDER,track_order
tell me how to check my order,ORDER,track_order
tell me if I can check my fucking shipments,ORDER,track_order
ask an agent if i can see the status of my purchase,ORDER,track_order
can you ask an agent to check my package?,ORDER,track_order
where can I track my package?,ORDER,track_order
where do I track my order?,ORDER,track_order
how do I check the status of my purchase?,ORDER,track_order
I want to know how to know where my shipment is,ORDER,track_order
how to check my order,ORDER,track_order
how can I track my shipments?,ORDER,track_order
how to track my shipment,ORDER,track_order
can i track my shipment?,ORDER,track_order
"I want to track my delivery, can you tell me where I can do it?",ORDER,track_order
tell me where I can check my orders,ORDER,track_order
tell me where I can track my delivery,ORDER,track_order
where to check my shipments,ORDER,track_order
"please, could u ask an agent if my order is on its way?",ORDER,track_order
"I want to track my order, what can I do?",ORDER,track_order
check my shipments,ORDER,track_order
help me check the status of my purchase,ORDER,track_order
"I wanna check ym orders, can you tell me where I can do it?",ORDER,track_order
tell me if I can track my delivery,ORDER,track_order
I need help viewing the status of my purchase,ORDER,track_order
tell me where I can check my shipment,ORDER,track_order
I want to track my shipments,ORDER,track_order
when will my order arrive?,ORDER,track_order
I want to know how I can track my delivery,ORDER,track_order
help me check my delivery,ORDER,track_order
cqn you ask an agent if I can track my delivey?,ORDER,track_order
how do I find my order?,ORDER,track_order
can u ask an agent where I can track my package?,ORDER,track_order
"i want to track my shipment, tell me how I can do it",ORDER,track_order
"I  want to see the status of my order, what should I dp?",ORDER,track_order
"i want to view the status of my purchase, what can i do?",ORDER,track_order
"i wanna track my package, tell me where to do it",ORDER,track_order
"can u ask an agent if I can track my shipments, please?",ORDER,track_order
tell me how I can track my deliveries,ORDER,track_order
I want to know where my purchase is,ORDER,track_order
can u ask an agent if I can check my package?,ORDER,track_order
can you tell me how I can check my shipment?,ORDER,track_order
can you track my packages?,ORDER,track_order
"can you ask an agent to check my fucking packages, please?",ORDER,track_order
check my order,ORDER,track_order
where do I see the status of my purchase?,ORDER,track_order
can you tell me where to check my package?,ORDER,track_order
"please, can you ask an agent to check my package?",ORDER,track_order
"please, could you ask an agent how I can know where my fucking package is?",ORDER,track_order
"I want to view the status of my order, could you help me?",ORDER,track_order
ask an agent where I can check my deliveries,ORDER,track_order
how do I check my package?,ORDER,track_order
can you check my orders?,ORDER,track_order
"I want to check the status of my purchase, what can I do?",ORDER,track_order
can I check the status of my order?,ORDER,track_order
I want to know where to track my orders,ORDER,track_order
where do I check the status of my order?,ORDER,track_order
can you tell me if my order is on its way?,ORDER,track_order
I want to know if I can track my packages,ORDER,track_order
help me track my deliveries,ORDER,track_order
ask an agent to give me information about the status of my purchase,ORDER,track_order
can u ask an agent if i can track my package?,ORDER,track_order
how can I check my shipment?,ORDER,track_order
can you tell me where to check my shipments?,ORDER,track_order
help me track my order,ORDER,track_order
I want to know how I can track my order,ORDER,track_order
tell me if my order is out for delivery,ORDER,track_order
ask an agent if my fucking orders are out for delivery,ORDER,track_order
ask an agent if i can track my deliveries,ORDER,track_order
"ask an agent if I could check my shipments, please",ORDER,track_order
what's the status of my order?,ORDER,track_order
how do I track my order?,ORDER,track_order
"I want to check my package, tell me hopw to do it",ORDER,track_order
"I want to view the status of my purchase, what can I do?",ORDER,track_order
I want to check my package,ORDER,track_order
can you tell me how I can check my shipments?,ORDER,track_order
how do I see the statusof my purchase?,ORDER,track_order
where is my order?,ORDER,track_order
tell me how I  can track my packafes,ORDER,track_order
could you track my package?,ORDER,track_order
can you tell me how I can know where my package is?,ORDER,track_order
ask an agent how I can check my order,ORDER,track_order
"I want totrack my purchase, what do I have to do ?",ORDER,track_order
"can you ask an agent where I can check my shipments, please?",ORDER,track_order
can u ask an agent to show me information about the status of my purchase?,ORDER,track_order
can u ask an agent how to track my order?,ORDER,track_order
how do I track my delivery?,ORDER,track_order
information about the status of my order,ORDER,track_order
can you tell me how I can track my package?,ORDER,track_order
"can u ask an agent whats the status of my oeder, please?",ORDER,track_order
where to check my deliveries,ORDER,track_order
can i check the status of my order?,ORDER,track_order
how do I know where my shipment is?,ORDER,track_order
"I want to check my shipment, tell me where to do it",ORDER,track_order
"i wanna check hte status of my order, can u help me?",ORDER,track_order
I want to view the status of my purchase,ORDER,track_order
can u ask an agent how I can track my package?,ORDER,track_order
how to check my orders,ORDER,track_order
can u ask an agent how i can view the status of my purchase?,ORDER,track_order
I want to know where to ceck my shipments,ORDER,track_order
how can I check my shipments?,ORDER,track_order
"I wanna check my shipments, tell me how to do it",ORDER,track_order
I want to track my deliveries,ORDER,track_order
"please, I wanna know where I could check my order",ORDER,track_order
csn I tack my orders?,ORDER,track_order
is my package out for delivery?,ORDER,track_order
tell me where to check my shipments,ORDER,track_order
"I want to check my shipments, tell me how to do it",ORDER,track_order
can I view the status of my uprchase?,ORDER,track_order
ask an agent how to check my orders,ORDER,track_order
"I want to see the status of my order, what do I have to do?",ORDER,track_order
hoow do I check my shipment?,ORDER,track_order
can u ask an agent how I can track my shipments?,ORDER,track_order
"I want to track my packages, can you tell me where I can do it?",ORDER,track_order
could you ask an agent how I could view the status of my purchase?,ORDER,track_order
how to check the status of my purchase,ORDER,track_order
I want to track my shipment,ORDER,track_order
can u ask an agent how to know where my fucking package is?,ORDER,track_order
"I want to check the status of my purchase, can you help me?",ORDER,track_order
"I want to track my packages, tell me where I can do it",ORDER,track_order
how can I track my shipment?,ORDER,track_order
can you tell me how to track my orders?,ORDER,track_order
"I want to track my orders, can you tell me how to do it?",ORDER,track_order
how to chcek my shipments,ORDER,track_order
could u ask an agent how to view the status of my purchase?,ORDER,track_order
"I want to check my packages, can you tell me how to do it?",ORDER,track_order
tell me where to track my delivery,ORDER,track_order
ask an agent ofr information about the status of my purchase,ORDER,track_order
tell me if I can check my orders,ORDER,track_order
"i wanna trackmyshipments, can you tell me where I can do it?",ORDER,track_order
can u ask an agent if I can track my orders?,ORDER,track_order
"ask an agent how to viwe the status of my order , please",ORDER,track_order
can you track my orders?,ORDER,track_order
tell me were to track my deliveries,ORDER,track_order
can you ask an agent where I can track my shipments?,ORDER,track_order
ask an agent how I can know where my deliveries are,ORDER,track_order
tell me how to track my shipment,ORDER,track_order
"please, can you tell me how I could track my order?",ORDER,track_order
"I  want to track my deliveries, tell me where I acn do it",ORDER,track_order
can u ask an agent if I can track my shipments ?,ORDER,track_order
can you tell me how to track my delivery?,ORDER,track_order
"do you mind asking an agent how to track my fucking order, plase?",ORDER,track_order
i want to know where my order is,ORDER,track_order
can you ask an agent if my shipments are on their way?,ORDER,track_order
"please, could you ask an agent how I could know where my package is?",ORDER,track_order
how can I know where my delivery is?,ORDER,track_order
"could you ask an agent if I can check my shipment, please?",ORDER,track_order
I wanna know how to track my delivery,ORDER,track_order
can you tell me how to track my fucking sdhipment?,ORDER,track_order
how do I track my packages  ?,ORDER,track_order
"I want to track my order, can you help me?",ORDER,track_order
can you tell me if I can track my orders?,ORDER,track_order
"please, ask an agent if i can check the status of my fucking purchase",ORDER,track_order
tell me how to know where my packages are,ORDER,track_order
is it possible to check my packages?,ORDER,track_order
tell me how to track my orders,ORDER,track_order
ask an agent to check my shipment,ORDER,track_order
can i track my purchase?,ORDER,track_order
how do I know where my shipments are?,ORDER,track_order
"I want to check my package, can you tell me where to do it?",ORDER,track_order
where to check my packages,ORDER,track_order
check my packages,ORDER,track_order
"I want to see the status of my order, what can I do?",ORDER,track_order
can I track my shipments?,ORDER,track_order
elp me check my shipment,ORDER,track_order
how do I track my orders?,ORDER,track_order
information about the status of my purchase,ORDER,track_order
track  my packages,ORDER,track_order
i wanna check my packages,ORDER,track_order
I want to know if i can check my delivery,ORDER,track_order
"i want to track my orders, tell me how to do it",ORDER,track_order
I would like to check my packages,ORDER,track_order
I want to see the status of my order,ORDER,track_order
i want to know were I can check my orders,ORDER,track_order
where do I track my shipments?,ORDER,track_order
"i wanna check my package, tell me how to do it",ORDER,track_order
"i want to check my orders, can you tell me where to do it?",ORDER,track_order
I want to know if my package is on its way,ORDER,track_order
can you tell me where I can check my packages?,ORDER,track_order
ask an agent if my package is out for delivery,ORDER,track_order
I wanna know where I can check my roder,ORDER,track_order
I want to know where I can chedk my delivery,ORDER,track_order
"id like to track my shipment, can you tell me how to do it?",ORDER,track_order
i wanna know how I can check my order,ORDER,track_order
can you ask an agent how to track my order?,ORDER,track_order
i wanna know where to check my package,ORDER,track_order
"I want to track my shipments, tell me how I can do it",ORDER,track_order
"I want to check my package, can you tell me where I can do it?",ORDER,track_order
where to check the status of my purchase,ORDER,track_order
I need help tracking my shipment,ORDER,track_order
how can I see the status of my purchase?,ORDER,track_order
is my shipment on its  way?,ORDER,track_order
"I want to check my shipment, tell me where I can do it",ORDER,track_order
can you tell me how to track my order?,ORDER,track_order
tell me how to track my order,ORDER,track_order
I want to know where I can track my delivery,ORDER,track_order
can u ask an agent how to know where my package is?,ORDER,track_order
is it possible to track my delivery?,ORDER,track_order
can you tell me if my packages are on their way?,ORDER,track_order
"i wanna check my delivery, can you tell me how to do it?",ORDER,track_order
"I want to check my package, tell me how I can do it",ORDER,track_order
can you ask an agent where to check my package?,ORDER,track_order
"please, could you ask an agent how to check my shipments?",ORDER,track_order
ask an agent whree  i can view the status of my purchase,ORDER,track_order
could you tell mehow to check my package?,ORDER,track_order
"I want to see the status of my order, can you help me?",ORDER,track_order
can you track my shipments?,ORDER,track_order
can you check my package?,ORDER,track_order
can you tell me if I can track my shipment?,ORDER,track_order
check the status of my purchase,ORDER,track_order
can you tell me how I can know where my shipments are?,ORDER,track_order
"please, could you ask an agent if I can track my package?",ORDER,track_order
I need information about the status of my order,ORDER,track_order
I want to know how to check my order,ORDER,track_order
i wanna kow where I can check my delivery,ORDER,track_order
whenwill my shipment arrive?,ORDER,track_order
I wanna know if my package is out for delivery,ORDER,track_order
how can I know where my shipment is?,ORDER,track_order
tell me if my shipment is on its way,ORDER,track_order
I want to know if my orders are on their way,ORDER,track_order
ask an agent if i could track my fucking packages,ORDER,track_order
"I want to track my delivery, tell me where I can do it",ORDER,track_order
how can I check the status of my purchase?,ORDER,track_order
how can I check my deilvery?,ORDER,track_order
"I want to check my orders,  tell me where to do it",ORDER,track_order
"i would like to check my shipment, can you tell me how to do it, please?",ORDER,track_order
can you tell me where I can check my package?,ORDER,track_order
i wanna know if my shipment is out for delivery,ORDER,track_order
"please, can u ask an agent to track my purchase?",ORDER,track_order
"I want to track my purchase, what can I do?",ORDER,track_order
i wanna track my orders,ORDER,track_order
"please, could u ask an agent where i could track my fucking purchase?",ORDER,track_order
how do I check m orders?,ORDER,track_order
i want to know where I can track my package,ORDER,track_order
where do I check my orders?,ORDER,track_order
"i want to check my orders, can you tell me where I can do it?",ORDER,track_order
I want to know how I can check my package,ORDER,track_order
tell me how I can track my shipments,ORDER,track_order
where do I check my order?,ORDER,track_order
"I want to check my order, tell me how to do it",ORDER,track_order
"I want to track my delivery, can you tell me where to do it?",ORDER,track_order
tell me if i can track my packages,ORDER,track_order
can you tell me how ot know where my shipments are?,ORDER,track_order
"I want to track my order, tell me how I can do it",ORDER,track_order
where ca i see the status of my order?,ORDER,track_order
"could you ask an agent how to track my orders, please?",ORDER,track_order
"i wanna check my delivery, can you tell me where I can do it?",ORDER,track_order
I need help trackign y orders,ORDER,track_order
could u ask an agent how I could track my package?,ORDER,track_order
"I want to track my delivery, tell me how to do it",ORDER,track_order
how can I track my orders?,ORDER,track_order
"I wanna know where to check my shipments, please",ORDER,track_order
can you tell me how I can track my delivery?,ORDER,track_order
"please, ask an agent to check my orders",ORDER,track_order
I want tyo track my package,ORDER,track_order
"i wanna check the status of my purchase, what should i do?",ORDER,track_order
"I want to check my delivery, can you tell me where I can do it?",ORDER,track_order
I want to check my deliveriers,ORDER,track_order
"I wanna track my orders, tell me where to do it",ORDER,track_order
where can I see the status of my purchase?,ORDER,track_order
how do I know where my order is ?,ORDER,track_order
i want ot know where to check my order,ORDER,track_order
"please, can you ask an agent if I can track my shipment?",ORDER,track_order
i want to check my orders,ORDER,track_order
I want to know how to check my deliveries,ORDER,track_order
i need help checking my packages,ORDER,track_order
"could u ask an agent if i could track my packages, please?",ORDER,track_order
"I want to track my shpiments, can you tell me where I can do it?",ORDER,track_order
can you tell me how to track my shipments?,ORDER,track_order
how to check my package,ORDER,track_order
help me view the status off my order,ORDER,track_order
tell me where to check my packages,ORDER,track_order
"i would like to check my order, tell me where to do it",ORDER,track_order
where to track my packages,ORDER,track_order
tell me where to track my packages,ORDER,track_order
where do I check the status of my purchase ?,ORDER,track_order
"ask an agent if I could view the status of my order , please",ORDER,track_order
"I want to check my package, can you tell me how to do it?",ORDER,track_order
"I want to check my delivery , tell me where to do it",ORDER,track_order
can u ask an agent to check my shipment?,ORDER,track_order
where can I check the status of my order?,ORDER,track_order
can you tell me how to check my delivery?,ORDER,track_order
how can I know where my order is?,ORDER,track_order
I want to track my delivery,ORDER,track_order
can i tack my packages?,ORDER,track_order
can you tell me where I can check my shipment?,ORDER,track_order
help me check the status of my order,ORDER,track_order
tell me how I can track my delivery,ORDER,track_order
where can I view the status of my order?,ORDER,track_order
track my orders,ORDER,track_order
how do I track my package?,ORDER,track_order
"Id like to check my order, can you tell me where to do it?",ORDER,track_order
help me track my packages,ORDER,track_order
i want to know how I can know where my shipments are,ORDER,track_order
"I want to track my delivery, tell me where to do it",ORDER,track_order
can u ask an agent how I can track myt orders?,ORDER,track_order
"could you ask an agent where I could track my package, please?",ORDER,track_order
can you tell me if my order is out for delivery?,ORDER,track_order
how do i view the status of my ourchase?,ORDER,track_order
"i want to check my delivery, can you tell me how I can do it?",ORDER,track_order
I want to know if my shipment is on its way,ORDER,track_order
"please, could u ask an agent if I could track my delivery?",ORDER,track_order
"I wanna check my order, tell me how to do it",ORDER,track_order
ask an agent if i can check my order,ORDER,track_order
"I want to track my package, can you tell me where I can do it?",ORDER,track_order
"I want to check the status of my order, what should I do?",ORDER,track_order
I want to know where I can check my shipments,ORDER,track_order
can you tell me where to track my packages?,ORDER,track_order
track my delivery,ORDER,track_order
"i want to check the status of my purchase, what do i have to do?",ORDER,track_order
"i wanna track my order, tell me where I can do it",ORDER,track_order
"I want to track my order, what should I do?",ORDER,track_order
i wanna know if I can track my order,ORDER,track_order
can you tell me how  I can know where my packages are ?,ORDER,track_order
can you tell me where I can check my delivery?,ORDER,track_order
tell me where to check my deliveries,ORDER,track_order
tell me where I can track my orders,ORDER,track_order
how may I know where my order is?,ORDER,track_order
can you show me the status of my order?,ORDER,track_order
can you tell me how to track my packages?,ORDER,track_order
help me track my delivery,ORDER,track_order
can you tell me if my shipments are on their way?,ORDER,track_order
I want to check the status of my order,ORDER,track_order
where to track my purchase,ORDER,track_order
"I want to track my packages, tell me how I axn do it",ORDER,track_order
tell me if my shipment is out for delivery,ORDER,track_order
tell me where I can check my delivery,ORDER,track_order
"I want to view the status of my order, what can I do?",ORDER,track_order
tell me how to track my packages,ORDER,track_order
tell me if I can check my order,ORDER,track_order
where can I check my shipmetn?,ORDER,track_order
tell me how to check my packages,ORDER,track_order
how can I check my packages?,ORDER,track_order
ask an agent how I can know where my package is,ORDER,track_order
can you ask an agent if i can track my order?,ORDER,track_order
where to track my delivery,ORDER,track_order
I want to know how to know where my order is,ORDER,track_order
"could you tell me how to nkow where my fucking package is, please?",ORDER,track_order
check my orders,ORDER,track_order
"can you ask an agent what my package of ym fucking shipment is, please ?",ORDER,track_order
"I want to check the status of my order, what do I have to do?",ORDER,track_order
can I see where my order is?,ORDER,track_order
do you mind asking an agent if i can check my package?,ORDER,track_order
can you tell me where I can track my depivery?,ORDER,track_order
ask an agent to track my purchase,ORDER,track_order
is it possible to track my order?,ORDER,track_order
is it possible ot check my package?,ORDER,track_order
"I want to track my deliveries, tell me where to do it",ORDER,track_order
